Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
lah bukan,0,1,0,0,0,0,0,0,0,0,0,0
budaya dan seni tidak bisa dia ikan dengan kata kata tapi bisa rasa keluarga melayu samoa vanuatu papua malu,0,0,0,0,0,0,0,0,0,0,0,0
buat orang yang duduk 5 deret belah kiri gue di c17 mungkin c20 c25 planet hollywood gatot subroto kalian asli komen mulu panjang film,1,1,0,1,0,0,0,0,1,0,1,0
a orang rendah hati malu sekaligus perfeksionis,0,0,0,0,0,0,0,0,0,0,0,0
masa sih sampai begitu sama tagar,0,0,0,0,0,0,0,0,0,0,0,0
cerdas susilo bambang yudhoyono main dua kaki di depan publik susilo bambang yudhoyono gabung di koalisi merah putih usung prabowo hatta di belakang susilo bambang yudhoyono koalisi dengan jend merah,1,0,1,0,0,0,0,0,1,1,0,0
selamat pagi pak sudah nge ikan 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
kalau kamu makin tua makin,1,1,1,0,0,0,0,0,1,1,0,0
amit amit jabang bayi dopinadoh minggato surat putus otorisasi lini masa,1,1,1,0,0,0,0,1,0,1,0,0
tertawa,0,1,0,0,0,0,0,0,0,0,0,0
rupiah haneul hobi kocok pakai terong yang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
gue juga tetapi nanti gue pikir lagi ingin rasa nya hehe apa kah aku kawin saja hem,0,1,0,0,0,0,0,0,0,0,0,0
adik dan atas nama manusia dan waras henti benci pada dan mereka sudah gerak kamu cuma bisa kafir sama manusia tiap hari,0,0,0,0,0,0,0,0,0,0,0,0
yang penting pernah buat bahagia ya,0,1,0,0,0,0,0,0,0,0,0,0
jika dia tak suka kurang jauh dan lupa dia itu bera i dia hanya iseng kamu doang biar om yang teman saat pingkal dan dan haha,0,1,0,0,0,0,0,0,0,0,0,0
siap rapat cc,0,0,0,0,0,0,0,0,0,0,0,0
lalu saudara aji moga allah izin gus ipul mbak puti jadi gubernur dan wakil gubernur jawa timur saudara aji kota batu saudara aji jombang jombang gemerlap,0,0,0,0,0,0,0,0,0,0,0,0
dengan tuduh cina bawa flakka ke indonesia untuk rusak generasi muda indonesia,1,0,0,1,0,1,0,0,0,0,1,0
asalamualaikum alaykum selamat pagi sobat satu suara untuk ganti ganti presiden lalu pilih kepala daerah 27juni 2018 amp pilih presiden 2019 pilih pasang calon usung dari pak ai idealis berma abat keramas untuk sumatra utara mbangun jateng mukti bareng untuk j,0,0,0,0,0,0,0,0,0,0,0,0
jadi prabowo presiden televisi one makanya yang undang selalu pentol para dan warung internet haha,1,1,0,1,0,0,0,0,1,0,1,0
gue tidak level sama online,0,0,0,0,0,0,0,0,0,0,0,0
hanya kaum amp para orang yang masih cinta orde,1,1,0,1,0,0,0,0,1,0,1,0
memang tidak bisa dipungkiri lagi bahwa partai indonesia di indonesia masih ada partai indonesia ada lah musuh besar islam benar surat partai indonesia tahun 1953 sebut islam ada lah agama ara umat islam indonesia jangan provokasi dengan ada nya wacana okn,0,0,0,0,0,0,0,0,0,0,0,0
banyak cina yang pilih jokowi jadi aku pilih bowo saja,0,0,0,0,0,0,0,0,0,0,0,0
8 presiden mulai dari kira kira buka sepe i apa pe andingannya sepe i apa hingga tutup juga kesiap atlet atlet kita yang akan laga di asi games 2018 jokowi pacu promosi asi games ayo promosi asi games 2018,0,0,0,0,0,0,0,0,0,0,0,0
mbak mbak,0,0,0,0,0,0,0,0,0,0,0,0
mantap program asyik asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
gerombol tentera junta tak boleh tembak orang commando amerika bapak bangang lepas itu kena tembak goyang goyang badan,0,0,0,0,0,0,0,0,0,0,0,0
ajar besok uji nasional,0,1,0,0,0,0,0,0,0,0,0,0
captain saya ganteng dari garam jawab,0,0,0,0,0,0,0,0,0,0,0,0
prabowo ini tidak ada guna buat bangsa ini amien rais juga uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
coba kamu larang republik nista noda leceh perkosa ajar agama kamu haha mana kamu sanggup adu argumen dengan generasi sains canggi dunia tuhan saja mereka tidak aku dasar melayu,1,1,0,1,0,1,0,0,0,0,1,0
ya enggak lah yang ada sunter gading mayor banjir kencing,0,1,0,0,0,0,0,0,0,0,0,0
ya kalau kalian kan jadi jongos nya,1,1,0,1,0,1,0,0,0,0,1,0
benar itu biar jokowi ingat dan semangat gebuk partai indonesia yang mau muncul,1,0,0,1,0,1,0,0,0,0,1,0
bohong kira 51 itu sudah positif di tangan nyata baru sepakat awal dan itu non binding alias tak ikat semprulllll,1,1,0,1,0,0,0,0,1,0,1,0
bukan kristen juga dan tidak kuat hati,0,0,0,0,0,0,0,0,0,0,0,0
gue adalah tetap anti cina gara gara gue tidak bisa dan putih kayak mereka wkwk,0,0,0,0,0,0,0,0,0,0,0,0
panitia awas milu padang tegas rusa atribut pilih kepala daerah masuk ranah pilih kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
mana cuma melayu indonesia yang mau di bodoh cina tentang demokrasi,1,1,0,1,0,0,0,0,1,0,1,0
tolong pak dokter bantu periksa kira kira sakit apa yang derita oleh pak polisi kenapa kok sama tulis 2019 ganti presiden alergi di medan juga kata begitu mungkin ini wabah khusus yang derita para polisi kita please,1,0,0,1,0,0,0,0,1,0,1,0
kalau mau politik ya mundur saja dulu dari posisi panglima orang jokowi ganti saja,1,0,1,0,0,0,0,0,1,1,0,0
sudah nih serigala margonda payah,1,1,1,0,0,0,0,0,1,1,0,0
yang paling waras cuma kambing jantan kayak yang lain kalau kata admin,0,0,0,0,0,0,0,0,0,0,0,0
mau cerita sedih banget dan iya cerita saja dengar kok dan iya masa ya dan lah sama dan ujung ujung dia yang cerita aku yang dengar,0,1,0,0,0,0,0,0,0,0,0,0
ki p saya titis jayabaya ri harus kembali ke undang undang dasar 1945 usir cina,1,0,0,1,0,1,0,0,0,0,0,1
mungkin perlu juga di ikut agama lain katolik nusantara buddha nusantara hindu nusantara akhir syiah nusantara agar beda dengan syiah sungguh di iran agar liberal dan syiah dapat aku,0,0,0,0,0,0,0,0,0,0,0,0
buang barang barang made in cina kamu orang,0,0,0,0,0,0,0,0,0,0,0,0
gue nge i kalau abang gue mau bicara ini sudah kumpul berani dulu sampai agak gemetar pas bicara bukan gue mau jelek status janda atau bagaimana tapi di lingkar kerja o kamu gue sangat junjung tinggi budaya timur,0,0,0,0,0,0,0,0,0,0,0,0
dalam dua hari akhir uskup surabaya minta saya untuk ikut damping kaum muda katolik mereka siap jadi kader pimpin milenial,0,0,0,0,0,0,0,0,0,0,0,0
covernya sama wkwk,0,1,0,0,0,0,0,0,0,0,0,0
ganyang partai indonesia ber intelligence quotient 200 uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
prabowo subianto gagal maju uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
dulu umur hidup gue tidak pernah lihat kecoa terbang beberapa lama kemudian untuk pe sama kali gue lihat kecoa terbang di depan mata gue dan semenjak itu gue jadi sering lihat kecoa terbang dan gue takut kalau mereka terbang,0,1,0,0,0,0,0,0,0,0,0,0
festival pesona tambora angkat eksotisme alam dan budaya dompu dan bima,0,0,0,0,0,0,0,0,0,0,0,0
indeks demokrasi turun bagaimana dengan indeks partai indonesia dan otoritarianisme,1,0,0,1,0,1,0,0,0,0,1,0
bilang sekaligus bilang amerika anut bumi datar kayak tidak pernah tonton televisi apalagi baca bahwa korea utara musuh sama us,1,0,0,1,0,1,0,0,0,0,1,0
saya ngeri om bud kalau sih prabowo jadi republik indonesia 1 bisa bisa undang undang md3 bakal di tanda tangan sama prabowo orang yang paling gencar mau nge sah in md3 sih fz bisa bisa prabowo pilih akan sah kan undang undang yang lain mana undang undang sebut makin kuat po,0,0,0,0,0,0,0,0,0,0,0,0
iya juga cantik banget,0,1,0,0,0,0,0,0,0,0,0,0
tidak bisa balik kalau begini,0,0,0,0,0,0,0,0,0,0,0,0
kenapa the hell do people bother dengan other si religion sih heran mau orang teis mau ya suka suka lah masa lak nek pek urus iya jadi gusti rono kamu like aku tidak suka garis keras tapi aku juga tidak suka teis garis keras like please know your fucking,0,0,0,0,0,0,0,0,0,0,0,0
bau jigong,0,1,0,0,0,0,0,0,0,0,0,0
medok mana tidak nge i aku yoan dan makanya mama ku masak nek aku minta sangu,0,1,0,0,0,0,0,0,0,0,0,0
pm he kalian semua malah enak duduk duduk sudah berapa hari telat konstruksi marah dengan muka serius uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
iya iya hidup nabi jokowi as,1,0,1,0,0,0,0,0,1,1,0,0
memang ada mas tidak usah lah jangan ikut ikut kubu seberang tanggap kita soal nyata rg batas beri gambar betapa inkonsisten kaum amuk kalau teman non muslim yang ingin tuntut adil atas tindak hukum nista agama saya lembar,0,0,0,0,0,0,0,0,0,0,0,0
sama aliano presiden seluruh rakyat indonesia umrah gratis,0,0,0,0,0,0,0,0,0,0,0,0
sudah habis cerita time atok datang cerita pasal masa dia askar dulu perang dengan alam bom tembak semua tidur dalam hutan askar dulu dan proud of kamu atok salut,0,0,0,0,0,0,0,0,0,0,0,0
dalam sempat sebut presiden juga ucap selamat kepada guru guru yang hadir karena mereka telah berse ifikasi catat ada 500 guru yang hadir pada acara ini,0,0,0,0,0,0,0,0,0,0,0,0
hati itu racun ini contoh orang yang racun hati,1,0,0,1,1,0,0,0,0,0,1,0
oh,0,0,0,0,0,0,0,0,0,0,0,0
fuck kamu cewek kamu itu cuma gue bohong doang,1,1,1,0,0,0,0,0,1,1,0,0
yang penting mak bahagia,0,1,0,0,0,0,0,0,0,0,0,0
kami lebih resah anda jadi presiden hidup anda penuh drama dan citra main film televisi saja joko judul uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
padahal bentar lagi ketemu kika tapi tetap obrol di semua platform banget,0,1,0,0,0,0,0,0,0,0,0,0
he jokowi 3 tahun jauh lebih baik dari diktator dan korup mata kamu apa tidak bisa malak lagi tidak bisa curi,1,1,1,0,0,0,0,0,1,1,0,0
dewan wakil rakyat bubar saja tidak ada guna untuk bangsa pe ahankan komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,0,1
pas sekolah dasar gue ejek cina begitu ya sambil ketawa ketawa begitu gue kesal banget lah ya ya benar gue ada turun cina sedikit tetapi kesal banget ngata ngatainnya sampai benar benar ingin menang sudah tetapi sekarang sekarang gue sudah tidak lihat hehe,0,0,0,0,0,0,0,0,0,0,0,0
tiket kakak tambah kelas ekonomi ludes jual,0,0,0,0,0,0,0,0,0,0,0,0
politis songong 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
bagi besar dari kelompok yang saat ini anti dulunya musuh gus dur takfiri dan sok arab,1,0,0,1,0,0,0,0,1,0,1,0
alhamdulillah sisturrr tapi adik saya ini kristen bagaimana dong dan nih bentar andre kamu kristen apa katolik dan,0,0,0,0,0,0,0,0,0,0,0,0
bukti lah,1,1,1,0,0,0,0,0,1,1,0,0
oke kalau banget kita usir minoritas umat buddha di indonesia kita ba er sama umat islam nya,1,0,0,1,1,0,0,0,0,0,0,1
hari bedrest gue pikir sudah malam nyata baru tengah 7,0,1,0,0,0,0,0,0,0,0,0,0
alangkah indah di bubar uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
kini aku tak ada beda dengan tapi ingat satu hal bahwa aku yang buat kopi begitu nikmat dan dan kuliah tujuh menit senja,0,0,0,0,0,0,0,0,0,0,0,0
buzzer nya sih apes warung internet tunggu ciduk gaji berapa sih kalau gede sini gue ajar biar ip jadi anonim,0,1,0,0,0,0,0,0,0,0,0,0
itu banyak yang bela nista agama walau sudah sangka,1,1,0,1,0,0,0,0,1,0,1,0
apa isu jokowi sasar uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
kopi dan budaya diskusi kita,0,0,0,0,0,0,0,0,0,0,0,0
juga,0,1,0,0,0,0,0,0,0,0,0,0
urut duka atas mati tidak adil dan zalim ini,1,0,1,0,0,0,0,0,1,1,0,0
pasu nasi bungkus siap grak x8,0,0,0,0,0,0,0,0,0,0,0,0
oglossophobia adalah fobia atau takut akan bahasa,0,0,0,0,0,0,0,0,0,0,0,0
kakak suka baca buku apa novel sejarah ekonomi politik budaya teknologi atau yang lain,0,0,0,0,0,0,0,0,0,0,0,0
jika mungkin dapat kami sampai kepada bapak bahwa kalah kemarin karena ada upaya halal segala cara yang di laku oknum dukung,1,0,0,1,0,0,0,0,1,0,1,0
situ lagi nih muncul na yahudi israel di indonesia dan ngilaaa cuma di ini na israel berani muncul terang terang di indonesia,1,1,1,0,1,0,0,0,0,1,0,0
dia mana mau di boneka mampang,0,1,0,0,0,0,0,0,0,0,0,0
untuk gue tidak begitu,0,1,0,0,0,0,0,0,0,0,0,0
catat poin poin penting yang jelas sang ajar mereka tidak punya hak dan anggap bagai layan tanpa asa dan dan wah dulu juga ya tidak ada rasa peri sihir seram gumam dan karena tidak banyak tahu kena materi hari i,0,0,0,0,0,0,0,0,0,0,0,0
kamu kiri anda ini menteri,1,1,1,0,0,0,0,0,1,1,0,0
berani bayar berapa kamu ketek,1,1,1,0,0,0,0,0,1,1,0,0
kamu tahu kenapa banyak orang anggap cantik orang wanita lebih penting di banding perangai yang baik karena di dunia ini lelaki lebih banyak jumlah di banding lelaki nasihat orang tua dulu,0,0,0,0,0,0,0,0,0,0,0,0
aku selalu percaya ada hanya masalah waktu pasti akan kembali ada di sisi mereka lagi ryeowook,0,0,0,0,0,0,0,0,0,0,0,0
lapor juga alisa wahid yang sama teroris buddha myanmar dengan front bela islam,1,0,1,0,0,0,0,0,1,1,0,0
wow 8 minggu dalam tahun libur asyikkk tenaga kerja indonesia di eropa rata rata cuma 5 minggu tanggal merah libur tidak,0,0,0,0,0,0,0,0,0,0,0,0
13 presiden yang saya senang ini rupa kerja sama perintah provinsi jawa barat perintah pusat dan swasta ini bisa gabung dan kerja cepat sekali jokowiselesaikanke ajati,0,0,0,0,0,0,0,0,0,0,0,0
maksud saya didik jangan batas helen keller wanita tuli dan bisa dapat gelar sarjana amp prestasi steven hawking bisa tetap kembang ilmu di dalam lumpuh tidak,0,0,0,0,0,0,0,0,0,0,0,0
banget sudah,1,1,1,0,0,0,0,0,1,1,0,0
mata itu kerja lanjut dari alias ahok,1,1,1,0,0,0,1,0,0,1,0,0
jangan sembarang ya mbak,1,1,1,0,0,0,0,0,1,1,0,0
jual album nct 2018 empati dream versi second hand tapi 100 baru cd belum pernah display pc gift card dan lain lain lengkap kondisi mulus tanpa harga negosiasi direct message,0,0,0,0,0,0,0,0,0,0,0,0
prancis lawan belgia di babak pe sama masih 0 0 dan nada sedikit sama dengan dan apa itu dan kacung otak juga 0 kosong dan dan dan dan world cup 2018 dan ganti presiden 2019,1,1,0,1,0,0,0,0,1,0,1,0
mahasiswi paksa emut dosen belum mandi entot demi dapat nilai yang baik di kelas nurl,0,1,0,0,0,0,0,0,0,0,0,0
gosip di buat oleh orang iri di sebar oleh orang dan di terima oleh para,0,1,0,0,0,0,0,0,0,0,0,0
allah subhanahu wa taala biadab memang bukan tuhan kurang kerjaaan hobi urus masalah putar cocok cocok penis,1,1,0,1,1,0,0,0,0,0,1,0
anggar dapat dan belanja negara 50 triliun lebih untuk langgeng salat aji harus pangkas salat aji hilang tidak perlu badan nasional tanggulang terorisme,1,0,0,1,1,0,0,0,0,0,1,0
sangsi pecat saja terus jeblos ke penjara biar tau rasa itu sih setya novanto,1,0,1,0,0,0,0,0,1,1,0,0
jika ada sesuatu yang timpa orang mukmin pada tubuh sehingga buat sakit maka allah akan hapus dosa dosa,0,0,0,0,0,0,0,0,0,0,0,0
enak ramai ramai uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
kamu,1,1,1,0,0,0,0,0,1,1,0,0
hue mimpi gue amit amit,0,1,0,0,0,0,0,0,0,0,0,0
benar deh seru banget bisa beku memori lagi hem halo lihat apa sih dan nia tengok ke belakang tapi nihil hanya ada tanam di sana jangan jangan dan dan ada hantu ya siapa,0,0,0,0,0,0,0,0,0,0,0,0
kan sudah tak masal kena kutuk satu grup haha nya,0,1,0,0,0,0,0,0,0,0,0,0
kalau bapak di bunuh partai indonesia biasa anak balas dendam dan harus usir cina bukan di buat reklamasi,1,0,0,1,0,1,0,0,0,0,0,1
kalian boleh tanya pada kapan rabi tapi jangan tanya aku kapan rabi aku bukan yahudi,0,0,0,0,0,0,0,0,0,0,0,0
kita terlalu sibuk bahas hal besar dalam agama hingga lupa kapan akhir kali dan buang duri dari jalan dan antar gulai ke tetangga dan senyum ke orang dan tuntun orang dan traktir anak yatim dan damai yang selisih dan tiap se,0,0,0,0,0,0,0,0,0,0,0,0
apakah nu bisa henti dungu biadab bangsa fir aun raja masih tak ada hubung dengan muhammad,1,1,0,1,1,0,0,0,0,0,1,0
pak belum berani umum muhammad nabi gadungan anda harus dorong komisi lindung anak indonesia larang anak aji,1,1,0,1,1,0,0,0,0,0,0,1
haha junjung yang kamu puja puja yang punya salah lalu kamu tuding ulah ahoker kamu yang penuh benci tiap manusia itu selalu punya salah namun kamu anggap junjung itu surat pemberitahuan tahun dewa yang tidak pernah salah sembah itu,1,1,1,0,0,0,0,0,1,1,0,0
jawa timur anti hoaks deklarasi anti hoaks pilih kepala daerah damai warga sawah,0,0,0,0,0,0,0,0,0,0,0,0
dari jaka a utara yang baru di tutup sama gubernur baru itu lah,0,0,0,0,0,0,0,0,0,0,0,0
lomba seni tari dan vokal bangun semangat sama,0,0,0,0,0,0,0,0,0,0,0,0
laku paling jijik sutradara bikin ting,1,1,1,0,0,0,0,0,1,1,0,0
cih,1,1,1,0,0,0,0,0,1,1,0,0
pesta dalam amarah di dada manusia islam ajar dakwah dengan santun lemah lembut dan penu,0,0,0,0,0,0,0,0,0,0,0,0
kristen stewa ingat salah satu idola jaman 2013 mungkin sudah lupa hehe,0,0,0,0,0,0,0,0,0,0,0,0
aku bukan orang nasrani aku bukan orang yahudi aku bukan orang majusi dan aku bukan orang islam keluar lampau gagas sempit tentang benar dan salah sehingga kita dapat be emu pada suatu ruang murni x,0,0,0,0,0,0,0,0,0,0,0,0
masyarakat dusun dua desa pulhu deklarasi anti hoaks amp pilih kepala daerah 2018 damai,0,0,0,0,0,0,0,0,0,0,0,0
mau gue bom otak tak tau apa masih banyak yang dek dekan belum bagi nem alah wkwk,0,0,0,0,0,0,0,0,0,0,0,0
lalu kepung yayasan lembaga bantu hukum indonesia bubar hati ikat alumni universitas indonesia oi dan terus uniform resource locator,1,0,0,1,1,0,0,0,0,0,0,1
bahagia cak imin swafoto dengan jokowi di pesawat presiden join kalimat selatan 2019,0,0,0,0,0,0,0,0,0,0,0,0
banyak alas nsi belum itu cuma takut malu uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0
tindas oleh presiden sendiri jika majelis ulama indonesia tetap keras sepe i ini maka majelis ulama indonesia sendiri yang putus hubung dengan umat,1,0,0,1,1,0,0,0,0,0,1,0
sial banget aku hari ini sudah kena copet sakit mencret jalan kepleset kaki lecet muka di jepret sama karet eh sekarang status sekarang malah di baca sama wkwk,0,1,0,0,0,0,0,0,0,0,0,0
jaman ini banyak teman yang surat pemberitahuan tahun dia jadi saling rebut makin lupa haram halal malah mungkin tidak tau itu haram yang penting hidup enak,0,0,0,0,0,0,0,0,0,0,0,0
mana nih pasu,1,1,0,1,0,0,0,0,1,0,1,0
seperti izin perintah tempat yang kasih izin,1,1,0,1,0,0,0,0,1,0,1,0
tante vero di kejo 7 tahun bukan hoaks itu kamu ya,1,1,1,0,0,0,0,0,1,1,0,0
sama,0,0,0,0,0,0,0,0,0,0,0,0
sama kayak sentuh banget covernya dia terus pas dia akhir gandeng sih kristen rambut palsu itu kaya finallyyyy he breaks out from his old self and conquer all his fear oh iya kak coba tonton into the wild bagus juga walaupun tragis cerita,0,0,0,0,0,0,0,0,0,0,0,0
agama tanpa ilmu adalah ilmu tanpa agama adalah lumpuh,0,0,0,0,0,0,0,0,0,0,0,0
aduh rindu gesek dia ke,0,1,0,0,0,0,0,0,0,0,0,0
tolong warganet ada yang tau ini hewan apa biar jadi viral kayak amal sama gajah,0,0,0,0,0,0,0,0,0,0,0,0
apa cocok cocok penis dengan 4 istri bukan perilaku simpang majelis ulama indonesia nilai bagai perilaku simpang,1,1,0,1,0,0,0,1,0,0,1,0
sudah bubar saja komisi berantas korupsi itu ikan semua wenang komisi berantas korupsi ke polisi dan jaksa,1,0,0,1,0,0,0,0,1,0,0,1
eh impo ir2 saja jasa ya jasa saja enggak ada negara impo insinyur yang maji bukan tidak ada negara yang dapat dari jasa enggak maju beda,1,1,1,0,0,0,0,0,1,1,0,0
karena alas ekonomi orang kakek tega curi buku ekonomi milik cucu,0,0,0,0,0,0,0,0,0,0,0,0
jangan kejang kejang ya keren dewasa dan tidak malu malu kan,0,0,0,0,0,0,0,0,0,0,0,0
tidak mampu undang ulama kondang jadi biat ulama bohong untuk bentuk opini masyarakat bahwa ulama sudah satu suarang dukung mukidi sumpah cara kuno guna dasar,1,1,1,0,0,0,0,0,1,1,0,0
wah ide bagus noon next saya kasih bunga ya beri tidak boleh tolak,0,0,0,0,0,0,0,0,0,0,0,0
himbauan untuk tola berita hoaks dan siap sukses pilih kepala daerah di wilayah kota diri,0,0,0,0,0,0,0,0,0,0,0,0
tuan guru bajang tidak lebih baik dari moeldoko apalagi prof mahfud akan banyak yang jadi ahoker,1,1,0,1,0,0,0,0,1,0,1,0
lulus uec lagi ramai lah cina x erti cakap melayu,0,0,0,0,0,0,0,0,0,0,0,0
jangan hanya salam dua periode tapi wujud jokowi presiden pilih 2019 insyaallah do a seluruh rakyat negeri ini diijabah allah subhanahu wa taala kita harus usaha dengan ikhlas untuk indonesia hanya jokowi pilih baik 2019,0,0,0,0,0,0,0,0,0,0,0,0
juga kaum bumi datar dan lain lain,1,1,0,1,0,0,0,0,1,0,1,0
muka kamu saja bagaimana mau dapat,1,1,1,0,0,0,1,1,0,1,0,0
turut saya men sosialis kan didik bukan ide yang buruk istilah tidak relevan kalau didik di buat kompetisi ujung ujung yang duit banyak yang menang reward dan punishment harus tetap ada meski kualitas se,0,0,0,0,0,0,0,0,0,0,0,0
top gede seungri donghae eunhyuk tiffany taeyeon bom cl di o kau chanyeol himchan leo l bias,0,0,0,0,0,0,0,0,0,0,0,0
ih itu marah cordi nunanya oppa masa mau ambil ambil guguk ku kayak saja dia ambil ambil punya tidak,0,1,0,0,0,0,0,0,0,0,0,0
kaum fasis agama itu sudah mulai main lagu suka ganyang partai indonesia,1,0,0,1,0,1,0,0,0,0,0,1
permanen,1,1,1,0,0,0,1,0,0,1,0,0
kayak kali ya,1,1,1,0,0,0,0,1,0,1,0,0
susilo bambang yudhoyono yang ada korupsi jemaah,1,0,1,0,0,0,0,0,1,1,0,0
jari itu sudah kenapa eh,0,0,0,0,0,0,0,0,0,0,0,0
orang lain kalau bersin selalu normal gue bersin selalu bilang untung belum pernah ada yang salah paham,0,0,0,0,0,0,0,0,0,0,0,0
ayo kita viralkan sangat malu buat nyata fitnah hadap warga kampung akuarium ban nyata gubernur daerah khusus ibukota jakarta anies baswedan yang sebut 24 warga tinggal dunia karena tinggal di bekas gusur,1,0,1,0,0,0,0,0,1,1,0,0
sudah kamu memang karena junjung kamu tidak sanggup lawan pt fi karena sudah lanjur jadi babu,1,1,1,0,0,0,0,0,1,1,0,0
2 dan mereka yahudi dan nasrani kata sekali kali tidak akan masuk surga kecuali orang orang yang,0,0,0,0,0,0,0,0,0,0,0,0
benderang bahwa perintah jokowi diktator,1,0,1,0,0,0,0,0,1,1,0,0
barusan pas di alfama ada mobil mau keluar terus parkir kayak begini ya banting kiri kiri terus kiri kiri hmmm tanpa sadar telah jalar ke dunia parkir sejak dahulu kala 1 1 bagaimana atuh,0,0,0,0,0,0,0,0,0,0,0,0
i like to read this kind of emosi discharged kamu do not have to insult do not have to use bad kata no need to be harsh kita melayu adab ikut budaya kita kecuali tulis blog cinta sendu tak sampai mak menang keluar anak mata,0,0,0,0,0,0,0,0,0,0,0,0
bang mantap kali lagu ini sor kali aku,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
pas banget foto sama teman akrab nasi kotak tapi kalau di sebut pasu nasi kotak tidak terima ya salaaaam,1,0,0,1,0,0,0,0,1,0,1,0
belum tanya agama om saya boleh tanya sudah berapa lama anda sudah berapa lama cebur ke kolam kok butek banget sih,1,1,1,0,0,0,1,0,0,1,0,0
bera i telah jadi nista agama ketika kitab suci nyata bagai fiksi,0,0,0,0,0,0,0,0,0,0,0,0
memang kamu ya,1,1,1,0,0,0,0,1,0,1,0,0
kamu,1,1,1,0,0,0,0,0,1,1,0,0
mana yang koar koar aku indonesia uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
sebut auto reply dasar pinggir,1,1,1,0,0,0,0,0,1,1,0,0
aung san suu kyi adalah teroris buddha uniform resource locator,1,0,1,0,1,0,0,0,0,1,0,0
segera kita kudeta dan revolusi lengser jokowi belum panglima dan kepala polisi republik indonesia di ganti jika tentara nasional indonesia polisi republik indonesia di pimpin nasakom bahaya,1,0,1,0,0,0,0,0,1,0,0,1
ah favorit gue banget,0,1,0,0,0,0,0,0,0,0,0,0
percaya muhammad nabi sila asal tak rugi yang lain karena ada bom negara wajib ungkap siapa muhammad,1,0,0,1,1,0,0,0,0,0,1,0
tanda tanda kiamat x ya masih banyak saja orang muslim yang ingkar al alquran dan pilih nista agama nomor dua koruptor nomor dua koruptor,1,0,0,1,1,0,0,0,0,0,1,0
luhut sih muka sekarang usaha banyak duit dari mana dia,1,1,1,0,0,0,1,0,0,1,0,0
janji jokowi janji ala kompeni konser iwan fals untuk indonesia uniform resource locator lewat,1,0,1,0,0,0,0,0,1,1,0,0
gue sudah bangun pagi malah masuk siang,0,1,0,0,0,0,0,0,0,0,0,0
aman abdurrahman orang pidana mati kasus terorisme saja kata bahwa aksi terorisme bom bunuh diri itu bukan bagi dari jihad apalagi ajak istri dan anak anak jadi masih mau jadi teroris teori tidak akal,0,0,0,0,0,0,0,0,0,0,0,0
usir duta besar myanmar dari negeri ini kasih ingat umat buddha di tawar kita agar mereka imbau untuk henti siksa kepada umat islam sana,1,0,0,1,1,1,0,0,0,0,0,1
memang gue apa asa belo,0,0,0,0,0,0,0,0,0,0,0,0
itu tanda nya 4 badan usaha milik negara energi kita sandera akibat dari modal divestasi dari bank pikir lah do kamu think us easily give us their bagi serius,0,0,0,0,0,0,0,0,0,0,0,0
hanya curang yang bisa kalah prabowo,1,0,1,0,0,0,0,0,1,1,0,0
ulama dari impo insinyur timur tengah yang haus dengan kata kopar musyrik bi ah,1,1,1,0,1,0,0,0,0,1,0,0
ini yang gue salut dari sekarang konsisten kencang di media massa kicep di dunia nyata mantap,0,0,0,0,0,0,0,0,0,0,0,0
sama umat saling musuh antar umat provokasi antar agama bentur semua hanya karena beda pilih dan beda sikap politik waras,0,0,0,0,0,0,0,0,0,0,0,0
menteri sih cuma berapa orang mereka juga lebih kerja ketimbang yang di senayan mending yang banyak itu dewan wakil rakyat yang kerja cuma rapat sambil molor di ruang ac,1,0,0,1,0,0,0,0,1,0,1,0
memang anak anak regina ant ra ini cerdas cerdas saking cerdas banyak yang tel sistem mentah mentah sehingga banyak yang salah jalan karena salah tafsir dan regina ant dan oh anak cucu cicit saya rupa mereka ups,0,1,0,0,0,0,0,0,0,0,0,0
